project_file,sprite_file,status,reason
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0658greninja/poke_capture_0658_002_mo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0658greninja/greninja-ash_shiny.png,mapped,variant-out-of-range-fallback
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0659bunnelby/poke_capture_0659_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0659bunnelby/bunnelby.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0659bunnelby/poke_capture_0659_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0659bunnelby/bunnelby_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0660diggersby/poke_capture_0660_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0660diggersby/diggersby.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0660diggersby/poke_capture_0660_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0660diggersby/diggersby_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0661fletchling/poke_capture_0661_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0661fletchling/fletchling.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0661fletchling/poke_capture_0661_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0661fletchling/fletchling_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0662fletchinder/poke_capture_0662_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0662fletchinder/fletchinder.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0662fletchinder/poke_capture_0662_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0662fletchinder/fletchinder_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0663talonflame/poke_capture_0663_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0663talonflame/talonflame.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0663talonflame/poke_capture_0663_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0663talonflame/talonflame_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0664scatterbug/poke_capture_0664_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0664scatterbug/scatterbug.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0664scatterbug/poke_capture_0664_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0664scatterbug/scatterbug_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0665spewpa/poke_capture_0665_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0665spewpa/spewpa.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0665spewpa/poke_capture_0665_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0665spewpa/spewpa_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_001_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-archipelago.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_001_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-archipelago_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_002_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-continental.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_002_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-continental_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_003_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-elegant.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_003_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-elegant_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_004_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-fancy.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_004_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-fancy_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_005_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-garden.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_005_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-garden_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_006_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-high-plains.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_006_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-high-plains_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_007_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-icy-snow.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_007_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-icy-snow_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_008_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-jungle.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_008_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-jungle_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_009_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-marine.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_009_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-marine_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_010_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-modern.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_010_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-modern_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_011_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-monsoon.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_011_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-monsoon_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_012_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-ocean.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_012_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-ocean_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_013_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-poke-ball.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_013_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-poke-ball_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_014_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-polar.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_014_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-polar_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_015_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-river.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_015_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-river_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_016_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-sandstorm.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_016_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-sandstorm_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_017_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-savanna.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_017_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-savanna_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_018_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-sun.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_018_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-sun_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_019_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-tundra.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0666vivillon/poke_capture_0666_019_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0666vivillon/vivillon-tundra_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0667litleo/poke_capture_0667_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0667litleo/litleo.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0667litleo/poke_capture_0667_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0667litleo/litleo_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0668pyroar/poke_capture_0668_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0668pyroar/pyroar.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0668pyroar/poke_capture_0668_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0668pyroar/pyroar_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0668pyroar/poke_capture_0668_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0668pyroar/pyroar.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0668pyroar/poke_capture_0668_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0668pyroar/pyroar_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0669flabébé/poke_capture_0669_000_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0669flabébé/flabebe.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0669flabébé/poke_capture_0669_000_fo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0669flabébé/flabebe_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0669flabébé/poke_capture_0669_001_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0669flabébé/flabebe-blue.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0669flabébé/poke_capture_0669_001_fo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0669flabébé/flabebe-blue_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0669flabébé/poke_capture_0669_002_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0669flabébé/flabebe-orange.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0669flabébé/poke_capture_0669_002_fo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0669flabébé/flabebe-orange_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0669flabébé/poke_capture_0669_003_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0669flabébé/flabebe-white.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0669flabébé/poke_capture_0669_003_fo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0669flabébé/flabebe-white_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0669flabébé/poke_capture_0669_004_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0669flabébé/flabebe-yellow.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0669flabébé/poke_capture_0669_004_fo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0669flabébé/flabebe-yellow_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0670floette/poke_capture_0670_000_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0670floette/floette.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0670floette/poke_capture_0670_000_fo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0670floette/floette_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0670floette/poke_capture_0670_001_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0670floette/floette-blue.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0670floette/poke_capture_0670_001_fo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0670floette/floette-blue_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0670floette/poke_capture_0670_002_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0670floette/floette-eternal.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0670floette/poke_capture_0670_002_fo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0670floette/floette-eternal_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0670floette/poke_capture_0670_003_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0670floette/floette-orange.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0670floette/poke_capture_0670_003_fo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0670floette/floette-orange_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0670floette/poke_capture_0670_004_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0670floette/floette-white.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0670floette/poke_capture_0670_004_fo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0670floette/floette-white_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0670floette/poke_capture_0670_005_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0670floette/floette-yellow.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0671florges/poke_capture_0671_000_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0671florges/florges.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0671florges/poke_capture_0671_000_fo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0671florges/florges_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0671florges/poke_capture_0671_001_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0671florges/florges-blue.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0671florges/poke_capture_0671_001_fo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0671florges/florges-blue_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0671florges/poke_capture_0671_002_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0671florges/florges-orange.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0671florges/poke_capture_0671_002_fo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0671florges/florges-orange_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0671florges/poke_capture_0671_003_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0671florges/florges-white.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0671florges/poke_capture_0671_003_fo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0671florges/florges-white_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0671florges/poke_capture_0671_004_fo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0671florges/florges-yellow.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0671florges/poke_capture_0671_004_fo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0671florges/florges-yellow_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0672skiddo/poke_capture_0672_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0672skiddo/skiddo.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0672skiddo/poke_capture_0672_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0672skiddo/skiddo_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0673gogoat/poke_capture_0673_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0673gogoat/gogoat.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0673gogoat/poke_capture_0673_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0673gogoat/gogoat_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0674pancham/poke_capture_0674_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0674pancham/pancham.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0674pancham/poke_capture_0674_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0674pancham/pancham_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0675pangoro/poke_capture_0675_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0675pangoro/pangoro.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0675pangoro/poke_capture_0675_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0675pangoro/pangoro_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0676furfrou/poke_capture_0676_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0676furfrou/furfrou.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0676furfrou/poke_capture_0676_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0676furfrou/furfrou_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0676furfrou/poke_capture_0676_001_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0676furfrou/furfrou-dandy.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0676furfrou/poke_capture_0676_001_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0676furfrou/furfrou-dandy_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0676furfrou/poke_capture_0676_002_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0676furfrou/furfrou-debutante.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0676furfrou/poke_capture_0676_002_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0676furfrou/furfrou-debutante_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0676furfrou/poke_capture_0676_003_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0676furfrou/furfrou-debutante_right.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0676furfrou/poke_capture_0676_003_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0676furfrou/furfrou-diamond_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0676furfrou/poke_capture_0676_004_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0676furfrou/furfrou-debutante_shiny_right.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0676furfrou/poke_capture_0676_004_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0676furfrou/furfrou-heart_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0676furfrou/poke_capture_0676_005_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0676furfrou/furfrou-diamond.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0676furfrou/poke_capture_0676_005_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0676furfrou/furfrou-kabuki_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0676furfrou/poke_capture_0676_006_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0676furfrou/furfrou-heart.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0676furfrou/poke_capture_0676_006_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0676furfrou/furfrou-la-reine_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0676furfrou/poke_capture_0676_007_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0676furfrou/furfrou-kabuki.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0676furfrou/poke_capture_0676_007_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0676furfrou/furfrou-matron_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0676furfrou/poke_capture_0676_008_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0676furfrou/furfrou-la-reine.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0676furfrou/poke_capture_0676_008_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0676furfrou/furfrou-pharaoh_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0676furfrou/poke_capture_0676_009_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0676furfrou/furfrou-matron.png,mapped,variant-index
